,target,params
32,-0.22512667131728134,"{'colsample_bytree': 0.1338551078789149, 'learning_rate': 0.12020570222961278, 'max_depth': 7.669144141182841, 'n_estimators': 15211.154222872083}"
33,-0.22515163302873087,"{'colsample_bytree': 0.25459803720343743, 'learning_rate': 0.11610666235026212, 'max_depth': 9.587066038550228, 'n_estimators': 5448.820162152125}"
34,-0.22512723050333658,"{'colsample_bytree': 0.27999467200114286, 'learning_rate': 0.09605005162201821, 'max_depth': 9.0198625372575, 'n_estimators': 11076.627943212407}"
35,-0.22512688800551367,"{'colsample_bytree': 0.9681539544158811, 'learning_rate': 0.08133823229319899, 'max_depth': 8.253643351576322, 'n_estimators': 14423.750398131}"
36,-0.22423804838298977,"{'colsample_bytree': 0.22247868761086548, 'learning_rate': 0.1828590540889494, 'max_depth': 7.220963505654135, 'n_estimators': 595.1067925808454}"
37,-0.2256732945185747,"{'colsample_bytree': 0.1033402424210878, 'learning_rate': 0.10482284809283668, 'max_depth': 8.065420606452612, 'n_estimators': 2615.0465760222255}"
38,-0.22389685620524963,"{'colsample_bytree': 0.808645593029218, 'learning_rate': 0.0838972463074597, 'max_depth': 5.402051673306319, 'n_estimators': 1059.402361391011}"
39,-0.2253898528720446,"{'colsample_bytree': 0.20756347279630583, 'learning_rate': 0.07271741034442175, 'max_depth': 6.312263121647602, 'n_estimators': 5523.261965888152}"
40,-0.22437864350513198,"{'colsample_bytree': 0.7265037200116524, 'learning_rate': 0.02914553402331528, 'max_depth': 1.582423271543194, 'n_estimators': 18838.21907661217}"
41,-0.22512669539032423,"{'colsample_bytree': 0.626683055069669, 'learning_rate': 0.159669947798983, 'max_depth': 9.563617173760417, 'n_estimators': 8595.076133953467}"
42,-0.2223836537670223,"{'colsample_bytree': 0.9566228868371474, 'learning_rate': 0.03387646981183175, 'max_depth': 3.501042100444992, 'n_estimators': 1729.354692251558}"
43,-0.22512666949011564,"{'colsample_bytree': 0.9101158036499539, 'learning_rate': 0.09796614560589811, 'max_depth': 8.789882769295886, 'n_estimators': 16128.40594628243}"
44,-0.22465151315418636,"{'colsample_bytree': 0.31147064006244485, 'learning_rate': 0.032427661092162316, 'max_depth': 6.461347518751369, 'n_estimators': 2356.5607124818307}"
45,-0.22434780087775258,"{'colsample_bytree': 0.15140354906296252, 'learning_rate': 0.03215370219390097, 'max_depth': 1.9628065574377214, 'n_estimators': 16543.884445265085}"
46,-0.22524803661354684,"{'colsample_bytree': 0.2415806646742635, 'learning_rate': 0.18998482612306494, 'max_depth': 1.0563008212764728, 'n_estimators': 4533.148769216299}"
47,-0.22513100859599602,"{'colsample_bytree': 0.7982883762318802, 'learning_rate': 0.07537268553536962, 'max_depth': 2.411165874664722, 'n_estimators': 12163.595566850798}"
48,-0.22505695037567014,"{'colsample_bytree': 0.34373324375686576, 'learning_rate': 0.0655968143477666, 'max_depth': 1.6935118149174082, 'n_estimators': 10669.14069540421}"
49,-0.21969912636526767,"{'colsample_bytree': 0.32765340997054104, 'learning_rate': 0.015985530400975195, 'max_depth': 3.587072764478919, 'n_estimators': 2995.3202351905556}"
50,-0.22515894007916729,"{'colsample_bytree': 0.11907867206234087, 'learning_rate': 0.032546310215554354, 'max_depth': 6.893700438209523, 'n_estimators': 19971.257475448292}"
51,-0.2251308733138368,"{'colsample_bytree': 0.1942630401176697, 'learning_rate': 0.048527290873319924, 'max_depth': 9.419515315880005, 'n_estimators': 17882.327441079397}"
52,-0.2251784778520388,"{'colsample_bytree': 0.8560166781648854, 'learning_rate': 0.18787034981839817, 'max_depth': 7.6102642272402745, 'n_estimators': 2915.2612151805456}"
53,-0.22455878693096745,"{'colsample_bytree': 0.7855156425709829, 'learning_rate': 0.07675392034389408, 'max_depth': 5.963529470063764, 'n_estimators': 1059.3040588354872}"
54,-0.22508467107693148,"{'colsample_bytree': 0.1339244818095568, 'learning_rate': 0.11380951174077203, 'max_depth': 2.673274118078215, 'n_estimators': 2995.127731987883}"
55,-0.22512894149970145,"{'colsample_bytree': 0.39857523083255453, 'learning_rate': 0.10051599132994704, 'max_depth': 4.850607873583213, 'n_estimators': 9068.718397458806}"
56,-0.22511501199582923,"{'colsample_bytree': 0.7563500866239957, 'learning_rate': 0.11982516810958158, 'max_depth': 1.744498854202873, 'n_estimators': 6272.700803796438}"
57,-0.22584296744879356,"{'colsample_bytree': 0.9493689168785603, 'learning_rate': 0.05994550580531442, 'max_depth': 8.01430268437677, 'n_estimators': 4337.791813987633}"
58,-0.22512679476390005,"{'colsample_bytree': 0.7166621506185478, 'learning_rate': 0.0915938863657746, 'max_depth': 8.079882618379028, 'n_estimators': 13379.585290715939}"
59,-0.22615308532829764,"{'colsample_bytree': 0.636397182051456, 'learning_rate': 0.031217896826991387, 'max_depth': 6.956970065455273, 'n_estimators': 7713.503718957962}"
60,-0.22457467700404074,"{'colsample_bytree': 0.5008604305207072, 'learning_rate': 0.02602457579128179, 'max_depth': 2.7774324167547197, 'n_estimators': 10877.37839875641}"
61,-0.22512667087568422,"{'colsample_bytree': 0.20396124312457847, 'learning_rate': 0.15580665845142755, 'max_depth': 5.69372492363458, 'n_estimators': 13746.720520920919}"
62,-0.2251266712654038,"{'colsample_bytree': 0.414493776707356, 'learning_rate': 0.12650398649547562, 'max_depth': 5.530729542089487, 'n_estimators': 13798.030951505376}"
63,-0.22512667855902388,"{'colsample_bytree': 0.4704145484648584, 'learning_rate': 0.16287605675952543, 'max_depth': 5.616590216299525, 'n_estimators': 15762.234634921222}"
64,-0.22512530243183843,"{'colsample_bytree': 0.28842341850287795, 'learning_rate': 0.15205415698248567, 'max_depth': 1.833534326035208, 'n_estimators': 7608.8908389291355}"
65,-0.22459772803775763,"{'colsample_bytree': 0.9682598810172776, 'learning_rate': 0.042778228192602394, 'max_depth': 7.878994071126115, 'n_estimators': 1794.049718292577}"
66,-0.22512667490283028,"{'colsample_bytree': 0.5154381073249055, 'learning_rate': 0.1533112134897553, 'max_depth': 2.549077034620939, 'n_estimators': 16264.080725120964}"
67,-0.2251266714363124,"{'colsample_bytree': 0.20346822059740283, 'learning_rate': 0.10884279435227183, 'max_depth': 4.060280042731753, 'n_estimators': 14598.01827923468}"
68,-0.22606660915448834,"{'colsample_bytree': 0.5196487196806496, 'learning_rate': 0.023116516527969016, 'max_depth': 8.785846988485371, 'n_estimators': 11252.446882138092}"
69,-0.22546280389571768,"{'colsample_bytree': 0.8275513659232113, 'learning_rate': 0.04534828086865088, 'max_depth': 5.330139095170082, 'n_estimators': 7629.955584456862}"
70,-0.22512667233153846,"{'colsample_bytree': 0.7354003148027248, 'learning_rate': 0.11060872851807112, 'max_depth': 3.86581982673036, 'n_estimators': 18390.94852943459}"
71,-0.22717382403680492,"{'colsample_bytree': 0.6837940323874281, 'learning_rate': 0.024541734285241833, 'max_depth': 5.652291315258525, 'n_estimators': 6888.0633004570445}"
72,-0.22563333605024813,"{'colsample_bytree': 0.47003401491774355, 'learning_rate': 0.1704342059483193, 'max_depth': 1.192918332525907, 'n_estimators': 19177.4427017109}"
73,-0.22512667160595767,"{'colsample_bytree': 0.522221299207035, 'learning_rate': 0.17410716197654463, 'max_depth': 8.486404752849701, 'n_estimators': 19083.699737509145}"
74,-0.2251266738303531,"{'colsample_bytree': 0.775067924070826, 'learning_rate': 0.141614737534952, 'max_depth': 3.7485319993830846, 'n_estimators': 16524.571537026077}"
75,-0.22512679743905156,"{'colsample_bytree': 0.2510061172519351, 'learning_rate': 0.09554101351752702, 'max_depth': 3.854292972053662, 'n_estimators': 12729.127014214419}"
76,-0.22512807516755232,"{'colsample_bytree': 0.5622491408459247, 'learning_rate': 0.10768063628098559, 'max_depth': 5.5655559494285125, 'n_estimators': 8918.49036738393}"
77,-0.22513072458621508,"{'colsample_bytree': 0.8557372791290858, 'learning_rate': 0.0633961520153123, 'max_depth': 8.158884839324955, 'n_estimators': 13668.947236363654}"
78,-0.2251266734626925,"{'colsample_bytree': 0.3321587558460101, 'learning_rate': 0.11488417389734182, 'max_depth': 4.642535323571646, 'n_estimators': 19698.179238518725}"
79,-0.22655441696776674,"{'colsample_bytree': 0.1608188189138317, 'learning_rate': 0.04265164974829345, 'max_depth': 5.529824238888654, 'n_estimators': 3885.074402176398}"
80,-0.21562653735894544,"{'colsample_bytree': 0.10774665978670277, 'learning_rate': 0.10364484548324218, 'max_depth': 1.2031498100115559, 'n_estimators': 13097.45456327485}"
81,-0.22513031052284052,"{'colsample_bytree': 0.22348794058359156, 'learning_rate': 0.05709719726629002, 'max_depth': 7.628207661662237, 'n_estimators': 15439.501162936238}"
82,-0.22512667441748718,"{'colsample_bytree': 0.13115455250644256, 'learning_rate': 0.16415102730575243, 'max_depth': 5.102101705626326, 'n_estimators': 16463.530724182674}"
83,-0.22527174175368261,"{'colsample_bytree': 0.7405788153792312, 'learning_rate': 0.118597345999297, 'max_depth': 8.517796008880673, 'n_estimators': 3504.5938546200136}"
84,-0.2251905252254142,"{'colsample_bytree': 0.5675480296126443, 'learning_rate': 0.031041877846394027, 'max_depth': 3.5977187102322175, 'n_estimators': 18102.329280622063}"
85,-0.22512667344084542,"{'colsample_bytree': 0.6200965618040931, 'learning_rate': 0.17558893596277428, 'max_depth': 2.7400723644938414, 'n_estimators': 9946.492877900988}"
86,-0.22359955255691735,"{'colsample_bytree': 0.8626800904480066, 'learning_rate': 0.029810340953123314, 'max_depth': 1.800408797982937, 'n_estimators': 15359.842940362372}"
87,-0.2251266751672225,"{'colsample_bytree': 0.8114368021140562, 'learning_rate': 0.15672390831430796, 'max_depth': 5.333372191319596, 'n_estimators': 12039.455859716934}"
88,-0.22494501748314902,"{'colsample_bytree': 0.7266409130998812, 'learning_rate': 0.11091158335709121, 'max_depth': 1.7496674216987218, 'n_estimators': 5246.461251751526}"
89,-0.22512730027378094,"{'colsample_bytree': 0.18463404027274904, 'learning_rate': 0.13635568959705652, 'max_depth': 2.26048453220195, 'n_estimators': 8756.229650549745}"
90,-0.22516026884457685,"{'colsample_bytree': 0.22944116694928907, 'learning_rate': 0.18652926818441862, 'max_depth': 6.322477864039329, 'n_estimators': 3187.321908592495}"
91,-0.22512691236155505,"{'colsample_bytree': 0.9373933790201433, 'learning_rate': 0.07653345160714775, 'max_depth': 4.7267522045772346, 'n_estimators': 15176.410824248042}"
92,-0.22512695534462845,"{'colsample_bytree': 0.1105565900439623, 'learning_rate': 0.1527342957756644, 'max_depth': 8.657540905597278, 'n_estimators': 7200.709358810682}"
93,-0.22512672733520245,"{'colsample_bytree': 0.8155861517621961, 'learning_rate': 0.1673248832172351, 'max_depth': 6.008965038685463, 'n_estimators': 7554.290848247056}"
94,-0.22512679847411624,"{'colsample_bytree': 0.19278477048839612, 'learning_rate': 0.0802662418439658, 'max_depth': 7.447107102040624, 'n_estimators': 15363.340981426143}"
95,-0.22423617597849305,"{'colsample_bytree': 0.41738270870783645, 'learning_rate': 0.03880595568920203, 'max_depth': 1.457822545003042, 'n_estimators': 10802.98142227616}"
96,-0.22515159101279952,"{'colsample_bytree': 0.8606964152669108, 'learning_rate': 0.08566116318411884, 'max_depth': 7.688864736615734, 'n_estimators': 7597.053223308706}"
97,-0.22512789629766217,"{'colsample_bytree': 0.5487131156429962, 'learning_rate': 0.07623230302562586, 'max_depth': 8.918163986051077, 'n_estimators': 13007.149341512113}"
98,-0.22628038819042828,"{'colsample_bytree': 0.1563388645864677, 'learning_rate': 0.1205878647337765, 'max_depth': 9.355806667532653, 'n_estimators': 1702.5317675114434}"
99,-0.19536649706629503,"{'colsample_bytree': 0.8355095324341827, 'learning_rate': 0.01102977406627285, 'max_depth': 4.089566105286552, 'n_estimators': 594.8891683855293}"
100,-0.22526068583297323,"{'colsample_bytree': 0.838957247048548, 'learning_rate': 0.029153353000887283, 'max_depth': 7.717444096856801, 'n_estimators': 16446.989278634355}"
101,-0.19454969098069846,"{'colsample_bytree': 0.7266256257439546, 'learning_rate': 0.011754843809785767, 'max_depth': 2.3890965352415026, 'n_estimators': 1446.2216888211378}"
102,-0.2251266737830202,"{'colsample_bytree': 0.3711807292463162, 'learning_rate': 0.13879532323638852, 'max_depth': 2.7096693939308345, 'n_estimators': 13611.898907024432}"
103,-0.2251766576734615,"{'colsample_bytree': 0.9634989304322088, 'learning_rate': 0.1011937170607097, 'max_depth': 3.973739769681464, 'n_estimators': 5498.373776097597}"
104,-0.22512670132113505,"{'colsample_bytree': 0.7187427048315892, 'learning_rate': 0.09810786327584865, 'max_depth': 3.2643831184007457, 'n_estimators': 14028.124503004972}"
105,-0.22564139144554102,"{'colsample_bytree': 0.9090699918904059, 'learning_rate': 0.17005590654567238, 'max_depth': 1.0100594184927316, 'n_estimators': 12682.163005211334}"
106,-0.22537513682856622,"{'colsample_bytree': 0.46790399353370316, 'learning_rate': 0.06499480158251787, 'max_depth': 1.054287555171862, 'n_estimators': 19490.676726431517}"
107,-0.22512617179880484,"{'colsample_bytree': 0.9431365470426348, 'learning_rate': 0.13158216341163187, 'max_depth': 2.2903468454418396, 'n_estimators': 9580.494133382539}"
108,-0.22519717725996818,"{'colsample_bytree': 0.5533287921605174, 'learning_rate': 0.08846201979856251, 'max_depth': 2.61009339928473, 'n_estimators': 4397.13589762689}"
109,-0.22512682012988344,"{'colsample_bytree': 0.7260849758068032, 'learning_rate': 0.13128918924922414, 'max_depth': 8.65317778720702, 'n_estimators': 9001.820387227115}"
110,-0.22514024018292225,"{'colsample_bytree': 0.9242489549462792, 'learning_rate': 0.17950250077885405, 'max_depth': 1.6051549126407798, 'n_estimators': 5138.2794511143065}"
111,-0.22516746720272374,"{'colsample_bytree': 0.31351250359856314, 'learning_rate': 0.155287860146184, 'max_depth': 9.717663027796595, 'n_estimators': 3751.49628887572}"
112,-0.22523563313202327,"{'colsample_bytree': 0.8319484228950854, 'learning_rate': 0.06514242103233432, 'max_depth': 8.191770782318688, 'n_estimators': 7690.581685163242}"
113,-0.22531657350243967,"{'colsample_bytree': 0.9248431175843066, 'learning_rate': 0.1584836176116957, 'max_depth': 9.209582837195097, 'n_estimators': 2552.5218456190855}"
114,-0.2254758270822777,"{'colsample_bytree': 0.1559586867822109, 'learning_rate': 0.10144711289265175, 'max_depth': 7.167383834917929, 'n_estimators': 1188.8997076313651}"
115,-0.2252206020102984,"{'colsample_bytree': 0.974716939813983, 'learning_rate': 0.034930712326849564, 'max_depth': 6.288794354277872, 'n_estimators': 15133.762967073357}"
116,-0.22512764647900713,"{'colsample_bytree': 0.3140952255564676, 'learning_rate': 0.10995406548329609, 'max_depth': 6.097391734373143, 'n_estimators': 9069.30987868354}"
117,-0.22512667574925205,"{'colsample_bytree': 0.4334248406407093, 'learning_rate': 0.12531802622174543, 'max_depth': 5.515322351069121, 'n_estimators': 13905.839238750912}"
118,-0.21918329739148223,"{'colsample_bytree': 0.6996055346205954, 'learning_rate': 0.10965151261316415, 'max_depth': 1.5744821033712857, 'n_estimators': 2324.3650966553923}"
119,-0.22512667378701562,"{'colsample_bytree': 0.39886553066752284, 'learning_rate': 0.1789750176840164, 'max_depth': 6.066466554324759, 'n_estimators': 13823.450412693437}"
120,-0.19993254975159785,"{'colsample_bytree': 0.966569850442878, 'learning_rate': 0.16577546579942343, 'max_depth': 1.4013708132944074, 'n_estimators': 1821.7882244394182}"
121,-0.22553282851618722,"{'colsample_bytree': 0.6751475371724003, 'learning_rate': 0.02700873070211786, 'max_depth': 5.996078968427082, 'n_estimators': 12687.330498257386}"
122,-0.22512667190590824,"{'colsample_bytree': 0.8425511580889917, 'learning_rate': 0.11860107397674864, 'max_depth': 8.251852748788385, 'n_estimators': 17236.81389432132}"
123,-0.22513548239983888,"{'colsample_bytree': 0.31565125252498305, 'learning_rate': 0.04727521319137424, 'max_depth': 2.2090152926166136, 'n_estimators': 19917.4702469449}"
124,-0.19378851655707569,"{'colsample_bytree': 0.3952922719924291, 'learning_rate': 0.1613869128215548, 'max_depth': 1.4005845327154793, 'n_estimators': 1174.9208925003168}"
125,-0.2251266813441813,"{'colsample_bytree': 0.9801237810306198, 'learning_rate': 0.09374605428841463, 'max_depth': 7.256401143816679, 'n_estimators': 15985.921261805293}"
126,-0.22512914884022028,"{'colsample_bytree': 0.9392109659561079, 'learning_rate': 0.050961477488478554, 'max_depth': 3.6964030254110773, 'n_estimators': 18051.97744505275}"
127,-0.22157944928536083,"{'colsample_bytree': 0.18764692749967182, 'learning_rate': 0.1270915426118014, 'max_depth': 1.1527041482861908, 'n_estimators': 17142.868600964954}"
128,-0.22512669701009638,"{'colsample_bytree': 0.7230312974099299, 'learning_rate': 0.09576911799934672, 'max_depth': 8.503059334171375, 'n_estimators': 14606.655941323696}"
129,-0.22512700542474717,"{'colsample_bytree': 0.29056643091047646, 'learning_rate': 0.1741406384345892, 'max_depth': 7.686815495102505, 'n_estimators': 6185.993431128934}"
130,-0.22225487840212574,"{'colsample_bytree': 0.5016688328128764, 'learning_rate': 0.03127443760263698, 'max_depth': 1.5428451102149403, 'n_estimators': 11965.223298289975}"
131,-0.2251351770534768,"{'colsample_bytree': 0.24194498621645436, 'learning_rate': 0.11981384446043541, 'max_depth': 3.1361546321020954, 'n_estimators': 6335.692183792663}"
132,-0.2251283490926677,"{'colsample_bytree': 0.6523647895360473, 'learning_rate': 0.08433661764099214, 'max_depth': 5.800597459186004, 'n_estimators': 11256.022882339275}"
133,-0.22514377674525066,"{'colsample_bytree': 0.41202843808417755, 'learning_rate': 0.04105522244186802, 'max_depth': 8.13277265077469, 'n_estimators': 17505.621156922676}"
134,-0.2251271706264561,"{'colsample_bytree': 0.5776277532984676, 'learning_rate': 0.05620671454771198, 'max_depth': 3.419657852648253, 'n_estimators': 18871.536067135912}"
135,-0.22631631549635886,"{'colsample_bytree': 0.9990683495173163, 'learning_rate': 0.07079298250551243, 'max_depth': 7.880490535445337, 'n_estimators': 3245.3324328872545}"
136,-0.22543935104343152,"{'colsample_bytree': 0.9963008808605927, 'learning_rate': 0.1942414447574356, 'max_depth': 9.492707469147412, 'n_estimators': 1765.7322516404895}"
137,-0.22512668246732023,"{'colsample_bytree': 0.8415677872418248, 'learning_rate': 0.16694878127700666, 'max_depth': 1.5750480009677434, 'n_estimators': 14164.26023849768}"
138,-0.22512686801531828,"{'colsample_bytree': 0.40670073640501103, 'learning_rate': 0.06087794608000014, 'max_depth': 7.554863159411618, 'n_estimators': 19589.529634742332}"
139,-0.2251274035435173,"{'colsample_bytree': 0.45808002577569507, 'learning_rate': 0.1905321957024641, 'max_depth': 3.412334746641963, 'n_estimators': 4265.46289615798}"
140,-0.2251266725688271,"{'colsample_bytree': 0.13245663665020466, 'learning_rate': 0.1629129505448725, 'max_depth': 5.56412465284219, 'n_estimators': 15207.98019604873}"
141,-0.22516633200454916,"{'colsample_bytree': 0.4019934343999627, 'learning_rate': 0.1905820613506788, 'max_depth': 2.2294655072503007, 'n_estimators': 3932.1877427711815}"
142,-0.225127091587151,"{'colsample_bytree': 0.7982440717409556, 'learning_rate': 0.1056234579293693, 'max_depth': 6.711353258562763, 'n_estimators': 10323.477740171196}"
143,-0.2251579604661683,"{'colsample_bytree': 0.6905345677961066, 'learning_rate': 0.08342369665766121, 'max_depth': 5.982348329540028, 'n_estimators': 7486.940244176655}"
144,-0.2251267315355558,"{'colsample_bytree': 0.9818402863415037, 'learning_rate': 0.19216028090491388, 'max_depth': 7.60866639310954, 'n_estimators': 6438.662969769876}"
145,-0.2251756203890584,"{'colsample_bytree': 0.5978848583436106, 'learning_rate': 0.060360624722244766, 'max_depth': 6.608734901153876, 'n_estimators': 9746.910549014396}"
146,-0.22512667050190543,"{'colsample_bytree': 0.4743049801924505, 'learning_rate': 0.11077456511811534, 'max_depth': 5.298208798456513, 'n_estimators': 18471.487071119478}"
147,-0.22512667315629303,"{'colsample_bytree': 0.8358138618086776, 'learning_rate': 0.15125492541929295, 'max_depth': 5.471350660025482, 'n_estimators': 19011.770445512142}"
148,-0.22512667209615828,"{'colsample_bytree': 0.395489706375727, 'learning_rate': 0.1860681881451965, 'max_depth': 6.263546103758265, 'n_estimators': 10270.152770183044}"
149,-0.2251371054735171,"{'colsample_bytree': 0.9108812244410737, 'learning_rate': 0.19121146957414104, 'max_depth': 9.555952309704427, 'n_estimators': 3701.591579710279}"
150,-0.22496335594567057,"{'colsample_bytree': 0.7792471286193828, 'learning_rate': 0.017233798428596653, 'max_depth': 7.605263635378772, 'n_estimators': 5402.5760276723995}"
151,-0.22512667432476025,"{'colsample_bytree': 0.7436084145243097, 'learning_rate': 0.18242432334532685, 'max_depth': 3.1019944464152656, 'n_estimators': 13172.177211390499}"
152,-0.2251568503192097,"{'colsample_bytree': 0.5446689253180549, 'learning_rate': 0.04348114389426141, 'max_depth': 9.171703253169301, 'n_estimators': 14958.19457033863}"
153,-0.2251266746955906,"{'colsample_bytree': 0.9658943797992999, 'learning_rate': 0.09913844189918726, 'max_depth': 8.781138328506483, 'n_estimators': 17789.916429585413}"
154,-0.22520951852423693,"{'colsample_bytree': 0.8026298628576739, 'learning_rate': 0.09897440139760968, 'max_depth': 7.623680152153238, 'n_estimators': 5112.573121189533}"
155,-0.22512667927106245,"{'colsample_bytree': 0.1322970469215665, 'learning_rate': 0.08315159033521455, 'max_depth': 3.8924862099784807, 'n_estimators': 18792.999105199702}"
156,-0.22512820582071646,"{'colsample_bytree': 0.4981657212725561, 'learning_rate': 0.09853606489307973, 'max_depth': 8.25401588756296, 'n_estimators': 9658.075174991412}"
157,-0.2269322950863463,"{'colsample_bytree': 0.14641823156107905, 'learning_rate': 0.027071869651181406, 'max_depth': 5.5894076927221485, 'n_estimators': 6896.400576188342}"
158,-0.22512667345181137,"{'colsample_bytree': 0.3193549686601106, 'learning_rate': 0.10333557372024504, 'max_depth': 2.979800240659369, 'n_estimators': 18493.582086876162}"
159,-0.22512667155255076,"{'colsample_bytree': 0.5916572401911009, 'learning_rate': 0.13168780857593762, 'max_depth': 9.697142175979788, 'n_estimators': 13244.626221351526}"
160,-0.22203781747580917,"{'colsample_bytree': 0.8940767142566384, 'learning_rate': 0.12410844942554129, 'max_depth': 1.2294099240074288, 'n_estimators': 18767.263524378683}"
161,-0.21991023048852748,"{'colsample_bytree': 0.8059214181132289, 'learning_rate': 0.1934264635344581, 'max_depth': 1.6689866946165872, 'n_estimators': 1316.3614646377027}"
