,mean,std,sharpe,max_drawdown
ensemble,0.018179324592529286,0.020893099008336975,0.8701114461418666,0.09862812041379732
neutralized_serenity,0.018997285256452855,0.021400021662356522,0.8877227115087376,0.11344364633696413
