,mean,std,sharpe,max_drawdown
ensemble,0.018644353511472696,0.02030591185377182,0.9181736651737464,0.05821380121945685
neutralized_serenity,0.019473639211695946,0.020798464086335258,0.9363017928083579,0.07242033323278729
