,mean,std,sharpe,max_drawdown
ensemble,0.012573310705988822,0.019657402125073265,0.6396221955469591,0.0838745716122904
neutralized_serenity,0.01419882875520613,0.020670282721703487,0.6869199104034301,0.10507696336701833
