,mean,std,sharpe,max_drawdown
prediction_target_cyrus_v4_20,0.019077934530577764,0.02070452771329086,0.9214378031106241,0.050978282972050426
prediction_target_victor_v4_20,0.018402134158705116,0.018678634878437204,0.9851969524790442,0.04599835083482828
ensemble,0.019690505547936738,0.019881497050625137,0.9903935049658449,0.048012002655876795
