,mean,std,sharpe,max_drawdown,mean_corr_with_cryus
prediction_target_tyler_v4_20,0.017907627204790343,0.020643940766888372,0.8674519757154647,0.05780920956506974,0.6951122031264736
prediction_target_alpha_v4_20,0.015444765189138305,0.016448540531052398,0.9389748081284711,0.03745331554548015,0.7619728427970793
prediction_target_cyrus_v4_20,0.019077934530577764,0.02070452771329086,0.9214378031106241,0.050978282972050426,1.0
