iter	Passed	Remaining
1402	2790685	3176567
1403	2792589	3174482
1404	2794554	3172466
1405	2796568	3170504
1406	2798611	3168577
1407	2800716	3166718
1408	2802835	3164876
1409	2805135	3163237
1410	2807165	3161293
1411	2809233	3159393
1412	2811384	3157584
1413	2813301	3155513
1414	2815299	3153533
1415	2817207	3151452
1416	2819151	3149411
1417	2821275	3147572
1418	2823436	3145774
1419	2825595	3143972
1420	2827646	3142050
1421	2829497	3139906
1422	2831585	3138025
1423	2833507	3135960
1424	2835666	3134157
1425	2837881	3132415
1426	2839950	3130513
1427	2841908	3128487
1428	2844033	3126645
1429	2846232	3124885
1430	2848208	3122878
1431	2850112	3120793
1432	2852224	3118936
1433	2854170	3116897
1434	2856228	3114981
1435	2858078	3112837
1436	2859901	3110665
1437	2862098	3108900
1438	2864192	3107021
1439	2866470	3105343
1440	2868643	3103549
1441	2870640	3101566
1442	2872442	3099371
1443	2874278	3097213
1444	2876454	3095423
1445	2878625	3093627
1446	2880581	3091598
1447	2882492	3089522
1448	2884495	3087545
1449	2886602	3085678
1450	2888767	3083873
1451	2890918	3082053
1452	2892693	3079832
1453	2894619	3077773
1454	2896576	3075746
1455	2898499	3073683
1456	2900707	3071923
1457	2902695	3069929
1458	2904741	3067995
1459	2906703	3065974
1460	2908561	3063844
1461	2910349	3061640
1462	2912419	3059732
1463	2914360	3057689
1464	2916239	3055581
1465	2918305	3053670
1466	2920422	3051811
1467	2922439	3049848
1468	2924677	3048115
1469	2926680	3046137
1470	2928778	3044256
1471	2930775	3042272
1472	2932888	3040407
1473	2934959	3038499
1474	2936939	3036497
1475	2938943	3034518
1476	2940819	3032409
1477	2942790	3030397
1478	2944792	3028417
1479	2946630	3026269
1480	2948577	3024233
1481	2950456	3022127
1482	2952466	3020156
1483	2954403	3018109
1484	2956353	3016077
1485	2958386	3014130
1486	2960345	3012106
1487	2962366	3010147
1488	2964183	3007979
1489	2966117	3005931
1490	2968101	3003934
1491	2970088	3001939
1492	2971916	2999784
1493	2973877	2997764
1494	2976030	2995936
1495	2978306	2994233
1496	2980380	2992326
1497	2982315	2990279
1498	2984446	2988427
1499	2987360	2987360
1500	2989370	2985387
1501	2991499	2983533
1502	2993483	2981533
1503	2995493	2979560
1504	2997483	2977566
1505	2999557	2975656
1506	3001575	2973690
1507	3003504	2971636
1508	3005706	2969852
1509	3007717	2967879
1510	3009792	2965969
1511	3011890	2964083
1512	3014089	2962294
1513	3016244	2960462
1514	3018259	2958491
1515	3020518	2956761
1516	3022545	2954801
1517	3024543	2952815
1518	3026744	2951025
1519	3028764	2949060
1520	3030666	2946979
1521	3032642	2944970
1522	3034670	2943012
1523	3036678	2941035
1524	3038578	2938953
1525	3040493	2936885
1526	3042296	2934709
1527	3044277	2932707
1528	3046329	2930772
1529	3048324	2928782
1530	3050247	2926723
1531	3052279	2924769
1532	3054324	2922827
1533	3056379	2920894
1534	3058424	2918952
1535	3060187	2916741
1536	3062380	2914939
1537	3064404	2912977
1538	3066742	2911312
1539	3068633	2909224
1540	3070469	2907083
1541	3072606	2905226
1542	3074689	2903320
1543	3076492	2901148
1544	3078299	2898981
1545	3080035	2896747
1546	3081955	2894687
1547	3084046	2892788
1548	3086078	2890833
1549	3088053	2888824
1550	3090154	2886933
1551	3092034	2884835
1552	3093942	2882765
1553	3095805	2880652
1554	3097720	2878589
1555	3099500	2876400
1556	3101297	2874227
1557	3103125	2872083
1558	3105202	2870171
1559	3107142	2868131
1560	3109167	2866170
1561	3111507	2864499
1562	3113534	2862539
1563	3115424	2860453
1564	3117428	2858472
1565	3119388	2856451
1566	3121535	2854601
1567	3123415	2852506
1568	3125210	2850335
1569	3127314	2848445
1570	3129271	2846422
1571	3131470	2844618
1572	3133405	2842574
1573	3135262	2840460
1574	3137102	2838330
1575	3138900	2836164
1576	3140784	2834075
1577	3142652	2831972
1578	3144575	2829919
1579	3146475	2827844
1580	3148657	2826024
