iter	RMSE
1514	0.1396403684
1515	0.139583713
1516	0.1395447365
1517	0.1395001502
1518	0.1394497481
1519	0.139412172
1520	0.1393669388
1521	0.1393313273
1522	0.1392935238
1523	0.1392552597
1524	0.1392208594
1525	0.1391751742
1526	0.1391362779
1527	0.1390902987
1528	0.1390450687
1529	0.1389975708
1530	0.1389515742
1531	0.1389133615
1532	0.1388704361
1533	0.1388382763
1534	0.1388025068
1535	0.1387505904
1536	0.1386986417
1537	0.1386390105
1538	0.1385938778
1539	0.1385701211
1540	0.138546232
1541	0.1385038347
1542	0.1384576426
1543	0.1384306544
1544	0.1383994516
1545	0.1383579555
1546	0.1383220915
1547	0.1382654132
1548	0.1382233106
1549	0.1381799653
1550	0.1381087705
1551	0.1380797757
1552	0.1380455174
1553	0.1380144777
1554	0.1379691774
1555	0.1379360188
1556	0.1379115169
1557	0.1378802982
1558	0.1378329146
1559	0.1377900098
1560	0.1377414426
1561	0.1376813287
1562	0.1376398431
1563	0.1375878165
1564	0.1375391661
1565	0.1375096122
1566	0.1374669797
1567	0.1374251342
1568	0.1374032149
1569	0.1373698747
1570	0.1373159773
1571	0.1372704507
1572	0.1372252011
1573	0.137188825
1574	0.1371477983
1575	0.1371006084
1576	0.1370569456
1577	0.1370204703
1578	0.136968882
1579	0.1369418241
1580	0.1369011632
