iter	RMSE
675	0.1787958228
676	0.178736087
677	0.178697754
678	0.1786422824
679	0.178574263
680	0.1785344368
681	0.1784837318
682	0.1784484952
683	0.1783824423
684	0.1783119883
685	0.1782646676
686	0.1782002538
687	0.1781355169
688	0.1780881648
689	0.1780242046
690	0.177944456
691	0.1778906942
692	0.1778259709
693	0.1777683276
694	0.1777148216
695	0.1776585942
696	0.1776165953
697	0.1775540936
698	0.1775096685
699	0.1774677923
700	0.1774115019
701	0.1773487997
702	0.177289829
703	0.1772343869
704	0.1771685668
705	0.1771264907
706	0.1770703618
707	0.1770198768
708	0.1769589546
709	0.1769132186
710	0.1768765807
711	0.1768157199
712	0.1767544156
713	0.176717219
714	0.1766724789
715	0.1766055634
716	0.1765400584
717	0.1764627855
718	0.176431501
719	0.1763762489
720	0.176302736
721	0.1762487225
722	0.1762076123
723	0.1761278552
724	0.1760934938
725	0.1760317418
726	0.1759834266
727	0.1759457089
728	0.1759004448
729	0.1758400292
730	0.1757882366
731	0.1757118059
732	0.1756717791
733	0.1756262643
734	0.175560331
735	0.1754893196
736	0.1754461261
737	0.1754138683
738	0.1753631832
739	0.1752853211
740	0.1752392023
741	0.1751793664
742	0.1751191569
743	0.1750676426
744	0.1750140968
745	0.1749794577
746	0.174911953
747	0.1748556469
748	0.174806077
749	0.17476345
750	0.1747152149
751	0.1746772449
752	0.1746228914
753	0.1745768733
754	0.1745196901
755	0.1744704738
756	0.1743997429
757	0.1743435775
758	0.1742776904
759	0.1742220781
760	0.1741835958
761	0.1741488316
762	0.1740923423
763	0.1740394327
764	0.1739982059
765	0.1739452626
766	0.1738932773
767	0.173837636
768	0.1737980669
769	0.1737639032
770	0.1737150344
771	0.1736522599
772	0.173607978
773	0.173572069
774	0.1735127443
775	0.173471894
776	0.1734319539
777	0.1733804242
778	0.1733300346
779	0.1732818418
780	0.1732318718
781	0.1731796222
782	0.1731203143
783	0.1730602743
784	0.1730180938
785	0.1729553412
786	0.1729088162
787	0.1728654609
788	0.1728331851
789	0.1727790031
790	0.1727383485
791	0.1727026338
792	0.172672781
793	0.1726262984
794	0.1725840585
795	0.1725483784
796	0.1724991154
797	0.1724573828
798	0.172401183
799	0.1723451942
800	0.1723011012
801	0.172249977
802	0.1722091078
803	0.1721541096
804	0.1721179319
805	0.1720413927
806	0.1720101039
807	0.1719726193
808	0.1719263966
809	0.1718745004
810	0.1718413291
811	0.1717979003
812	0.1717535342
813	0.1717118135
814	0.1716659791
815	0.1716280781
816	0.1715756893
817	0.1715086664
818	0.1714573311
819	0.1714049747
820	0.1713578251
821	0.171301878
822	0.1712440646
823	0.1711908759
824	0.1711472327
825	0.1710860605
826	0.1710440069
827	0.1709873988
828	0.1709308326
829	0.1708701416
830	0.1708148946
831	0.1707803395
832	0.1707377113
833	0.1706900817
834	0.1706396525
835	0.1705931946
836	0.1705535803
837	0.1705130766
838	0.1704584047
839	0.1704174762
840	0.1703507313
841	0.17028645
842	0.1702267922
843	0.1701934496
844	0.1701532358
845	0.1701166603
846	0.1700579834
847	0.170003192
848	0.1699460979
849	0.1698876391
850	0.1698259032
851	0.1697850818
852	0.1697455714
853	0.1696974471
854	0.1696576193
855	0.1696112429
856	0.1695596836
857	0.1695139596
858	0.1694628049
859	0.1694288259
860	0.1693746301
861	0.1693235661
862	0.1692709845
863	0.1692123429
864	0.1691443471
865	0.1690947509
866	0.1690428209
867	0.1689910061
868	0.1689049891
869	0.1688552082
870	0.1688176407
871	0.168778379
872	0.1687427292
873	0.1687072804
874	0.1686718231
875	0.1686341634
876	0.1685795707
877	0.1685151947
878	0.1684633936
879	0.1684208782
880	0.1683608065
881	0.1683118453
882	0.1682630271
883	0.168209167
884	0.1681515799
885	0.1680795947
886	0.16804472
887	0.168013051
888	0.1679745672
889	0.1679194392
890	0.1678691534
891	0.167830653
892	0.1677787769
893	0.1677399939
894	0.1677005493
895	0.1676623308
896	0.1676083621
897	0.1675755519
898	0.1675233272
899	0.1674751497
900	0.1674235716
901	0.1673725736
902	0.1673257234
903	0.1672738786
904	0.1672253011
905	0.1671824639
906	0.1671434514
907	0.167087249
908	0.167039177
909	0.1670022352
910	0.1669297185
911	0.1668773897
912	0.1668327106
913	0.1667871749
914	0.1667401528
915	0.1666835425
916	0.1666231362
917	0.166582248
918	0.1665332329
919	0.1664855544
920	0.1664312837
921	0.1663860141
922	0.1663352618
923	0.1662920665
924	0.1662438415
925	0.1661835656
926	0.1661387052
927	0.1661061485
928	0.1660556862
929	0.1659966209
930	0.1659534994
931	0.1658904595
932	0.1658484871
933	0.1658025182
934	0.1657599563
935	0.1657138751
936	0.1656684269
937	0.1656238292
938	0.1655636261
939	0.1655240067
940	0.1654901575
941	0.1654368173
942	0.1653805965
943	0.165302173
944	0.1652526364
945	0.1652182831
946	0.1651698533
947	0.1651303161
948	0.1650993347
949	0.1650538957
950	0.1650258734
951	0.1649970034
952	0.1649484832
953	0.1649055675
954	0.164872592
955	0.164815013
956	0.1647516587
957	0.1647205521
958	0.1646651206
959	0.164608233
960	0.1645635335
961	0.1645099716
962	0.1644513161
963	0.1644075461
964	0.1643547104
965	0.1643043731
966	0.1642606736
967	0.1642140866
968	0.1641444858
969	0.1641015172
970	0.1640441509
971	0.1640086431
972	0.1639597486
973	0.1639114583
974	0.1638804826
975	0.1638246199
976	0.1637722064
977	0.1637241372
978	0.1636789267
979	0.1636444449
980	0.1635978835
981	0.1635487251
982	0.1634918275
983	0.1634599272
984	0.1634165684
985	0.1633931789
986	0.1633449273
987	0.1633048101
988	0.1632663213
989	0.1632218457
990	0.1631787795
991	0.1631333834
992	0.1631003036
993	0.1630594992
994	0.1629804133
995	0.1629284555
996	0.1628777057
997	0.1628181533
998	0.1627752595
999	0.162736142
1000	0.1626816809
1001	0.1626328699
1002	0.1625943618
1003	0.1625444448
1004	0.1624831832
1005	0.1624058152
1006	0.1623371489
1007	0.1622992843
1008	0.1622673945
1009	0.1622071947
1010	0.1621507651
1011	0.1621025153
1012	0.1620179657
1013	0.1619680946
1014	0.1619198698
1015	0.161887408
1016	0.1618398239
1017	0.1618004618
1018	0.1617663025
1019	0.1617206433
1020	0.1616865125
1021	0.1616460648
1022	0.1616021178
1023	0.1615692454
1024	0.1615325986
1025	0.1614750408
1026	0.1614446174
1027	0.1613912324
1028	0.161349268
1029	0.1612885676
1030	0.1612486736
1031	0.1612056642
1032	0.1611394414
1033	0.1610961702
1034	0.1610648635
1035	0.1610284905
1036	0.1609883251
1037	0.160945737
1038	0.1608901643
1039	0.160853407
1040	0.160793337
1041	0.1607410488
1042	0.1607027054
1043	0.1606542819
1044	0.1606015997
1045	0.1605569521
1046	0.1604975462
1047	0.1604432138
1048	0.1603694889
1049	0.1603233155
1050	0.1602730136
1051	0.1602207635
1052	0.1601763984
1053	0.1601153659
1054	0.1600809851
1055	0.160034728
1056	0.1599889256
1057	0.159953409
1058	0.1599051964
1059	0.1598659767
1060	0.1598083936
1061	0.159753434
1062	0.1597015628
1063	0.1596480543
1064	0.1596117702
1065	0.1595461559
1066	0.1595036991
1067	0.159478463
1068	0.1594259
1069	0.1593838336
1070	0.15933723
1071	0.159273289
1072	0.1592193939
1073	0.159163274
1074	0.1591285709
1075	0.1590797093
1076	0.1590368559
1077	0.1589900806
1078	0.1589391071
1079	0.1589045191
1080	0.1588471084
1081	0.1588057605
1082	0.1587600149
1083	0.1587131002
1084	0.1586667877
1085	0.1586099956
1086	0.1585313939
1087	0.158484948
1088	0.1584298346
1089	0.1583952844
1090	0.1583514956
1091	0.1582987272
1092	0.1582543549
1093	0.1582001004
1094	0.1581526188
1095	0.1581032594
1096	0.1580461922
1097	0.1579984153
1098	0.1579434276
1099	0.1578986378
1100	0.1578477575
1101	0.1578018474
1102	0.1577543568
1103	0.1577111471
1104	0.1576778638
1105	0.1576421359
1106	0.1575925867
1107	0.1575489169
1108	0.1574848776
1109	0.1574471777
1110	0.1574047529
1111	0.1573586092
1112	0.1573277482
1113	0.1572910506
1114	0.1572297487
1115	0.1571968033
1116	0.1571439514
1117	0.1570882095
1118	0.157042518
1119	0.1570027226
1120	0.1569414337
1121	0.1568841666
1122	0.1568300123
1123	0.1568020527
1124	0.1567745719
1125	0.1567304055
1126	0.1566908473
1127	0.1566331473
1128	0.1565910569
1129	0.1565342516
1130	0.1564903566
1131	0.1564431613
1132	0.1563947397
1133	0.15635421
1134	0.1563182454
1135	0.1562711834
1136	0.1562380807
1137	0.1561845308
1138	0.1561380119
1139	0.1560991029
1140	0.1560506098
1141	0.1559947295
1142	0.1559563897
1143	0.155909566
1144	0.15584998
1145	0.1557880117
1146	0.1557468784
1147	0.1556871346
1148	0.1556568712
1149	0.1556055913
1150	0.1555722185
1151	0.1555429309
1152	0.1554943468
1153	0.1554477378
1154	0.1554099938
1155	0.1553563347
1156	0.1552848573
1157	0.1552473077
1158	0.1552137076
1159	0.1551720942
1160	0.1551271476
1161	0.1550853631
1162	0.1550332225
1163	0.1549999291
1164	0.1549472789
1165	0.1549195057
1166	0.1548635281
1167	0.1548338705
1168	0.1548044576
1169	0.1547576988
1170	0.1547222151
1171	0.1546573434
1172	0.1546331536
1173	0.1545875052
1174	0.1545450654
1175	0.1544965377
1176	0.1544521072
1177	0.154389997
1178	0.1543377111
1179	0.1542965526
1180	0.1542516001
1181	0.1542047227
1182	0.1541694929
1183	0.1541248316
1184	0.1540761963
1185	0.1540320274
1186	0.1539589004
1187	0.1539151654
1188	0.153856767
1189	0.1538091221
1190	0.1537725767
1191	0.1537248418
1192	0.1536906911
1193	0.1536504362
1194	0.1535979667
1195	0.1535575442
1196	0.1535016008
1197	0.1534510666
1198	0.1534109924
1199	0.1533668465
1200	0.1533261317
1201	0.1532717921
1202	0.1532196081
1203	0.1531555706
1204	0.1531149562
1205	0.1530653037
1206	0.1530103095
1207	0.1529646013
1208	0.1529359345
1209	0.1529145575
1210	0.1528724144
1211	0.1528317122
1212	0.1527819729
1213	0.1527360852
1214	0.1527071904
1215	0.1526681467
1216	0.1526399549
1217	0.1525999922
1218	0.1525657742
1219	0.1525302801
1220	0.1524843098
1221	0.1524483431
1222	0.1524077099
1223	0.1523759142
1224	0.1523161908
1225	0.1522804444
1226	0.1522379329
1227	0.1521817108
1228	0.1521430326
1229	0.1521059411
1230	0.152054831
1231	0.1520146492
1232	0.1519695643
1233	0.15194725
1234	0.1518982217
1235	0.1518471878
1236	0.1517952853
1237	0.1517453892
1238	0.1517005513
1239	0.1516526105
1240	0.151610877
1241	0.1515654078
1242	0.1515213058
1243	0.1514986312
1244	0.151461369
1245	0.1514147713
1246	0.1513826253
1247	0.1513480691
1248	0.1513055744
1249	0.1512530824
1250	0.1512079098
1251	0.1511669777
1252	0.1511160617
1253	0.151064956
1254	0.1510073443
1255	0.1509617164
1256	0.1509099542
1257	0.1508537233
1258	0.1508057502
1259	0.1507647546
1260	0.1507381313
1261	0.1506842038
1262	0.1506446571
1263	0.150610064
1264	0.1505611993
1265	0.1505268502
1266	0.1504910044
1267	0.1504380648
1268	0.1503871721
1269	0.1503586454
1270	0.1503123179
1271	0.1502841449
1272	0.1502322651
1273	0.1501995081
1274	0.1501542639
1275	0.1501273951
1276	0.1500764351
1277	0.1500178475
1278	0.1499723281
1279	0.1499410017
1280	0.1498972918
1281	0.1498601691
1282	0.1498068879
1283	0.1497527428
1284	0.1497084691
1285	0.1496711593
1286	0.1496319883
1287	0.1495924284
1288	0.1495545777
1289	0.1495031349
1290	0.1494598964
1291	0.1494296239
1292	0.1493689518
1293	0.1493055665
1294	0.1492673026
1295	0.149226435
1296	0.1491889715
1297	0.1491419363
1298	0.149089783
1299	0.1490535091
1300	0.1490057836
1301	0.1489681228
1302	0.1489273843
1303	0.1488819248
1304	0.1488353692
1305	0.1488012482
1306	0.1487618941
1307	0.1487154065
1308	0.1486790284
1309	0.148619169
1310	0.1485839145
1311	0.1485430063
1312	0.1485057272
1313	0.1484548264
1314	0.1484010522
1315	0.1483523319
1316	0.1483151917
1317	0.1482696864
1318	0.1482207217
1319	0.1481660615
1320	0.148116566
1321	0.1480540507
1322	0.1479873251
1323	0.1479434572
1324	0.1479030217
1325	0.1478668114
1326	0.1478113666
1327	0.1477393351
1328	0.1476995792
1329	0.1476546607
1330	0.1476217497
1331	0.1475937884
1332	0.1475432787
1333	0.1474965529
1334	0.1474444494
1335	0.1474043966
1336	0.1473506314
1337	0.1473062358
1338	0.1472678392
1339	0.1472152112
1340	0.1471940516
1341	0.1471468639
1342	0.1471006151
1343	0.1470625302
1344	0.1470226059
1345	0.1469904465
1346	0.1469373071
1347	0.1468906621
1348	0.1468387637
1349	0.1467980571
1350	0.1467143719
1351	0.1466652578
1352	0.146624746
1353	0.146579117
1354	0.146543869
1355	0.1464967027
1356	0.1464457899
1357	0.1463957907
1358	0.1463594068
1359	0.1463166782
1360	0.1462576356
1361	0.1462113041
1362	0.1461728493
1363	0.1461396118
1364	0.1460881723
1365	0.1460307174
1366	0.1459879956
1367	0.1459445697
1368	0.1458998453
1369	0.1458604509
1370	0.1458214401
1371	0.1457731846
1372	0.1457344593
1373	0.1456971208
1374	0.1456509026
1375	0.1456069278
1376	0.1455504368
1377	0.1454967102
1378	0.1454564027
1379	0.1454133582
1380	0.1453801472
1381	0.1453414708
1382	0.145292611
1383	0.1452652339
1384	0.1452231379
1385	0.1451791323
1386	0.1451312606
1387	0.1450924667
1388	0.1450434136
1389	0.1449891026
1390	0.144961695
1391	0.144922603
1392	0.1448679374
1393	0.1448476314
1394	0.1448094099
1395	0.1447619019
1396	0.1447077429
1397	0.1446737029
1398	0.1446171499
1399	0.1445693087
1400	0.1445326916
1401	0.1444649409
1402	0.1444335973
1403	0.1444039942
1404	0.1443618119
1405	0.1443215739
1406	0.1442774251
1407	0.1442360459
1408	0.1442028822
1409	0.1441468712
1410	0.1441141884
1411	0.1440644523
1412	0.1440119807
1413	0.1439791155
1414	0.1439384654
1415	0.1439000238
1416	0.1438580443
1417	0.143817271
1418	0.143776809
1419	0.14373633
1420	0.1436867842
1421	0.1436518594
1422	0.1436146564
1423	0.1435690527
1424	0.1435053478
1425	0.1434547288
1426	0.1433946264
1427	0.1433540046
1428	0.1433064123
1429	0.1432640859
1430	0.1432231833
1431	0.1431605848
1432	0.143108738
1433	0.1430667635
1434	0.1430079601
1435	0.1429741725
1436	0.1429419009
1437	0.142886744
1438	0.1428401172
1439	0.1427954961
1440	0.1427479338
1441	0.1427050411
1442	0.142671838
1443	0.142622309
1444	0.1425836021
1445	0.1425292532
1446	0.1424940472
1447	0.1424551033
1448	0.1424082512
1449	0.1423684751
1450	0.1423268828
1451	0.1422723293
1452	0.1422379954
1453	0.1421821275
1454	0.1421459835
1455	0.1421194809
1456	0.1420655295
1457	0.1420293482
1458	0.1419855581
1459	0.1419361445
1460	0.1419003139
1461	0.1418610942
1462	0.1418146253
1463	0.1417805103
1464	0.1417421868
1465	0.1416999006
1466	0.1416596792
1467	0.1416236213
1468	0.141563693
1469	0.1415380879
1470	0.1414956784
1471	0.1414518797
1472	0.1414033563
1473	0.1413541417
1474	0.1413129871
1475	0.1412800491
1476	0.1412505112
1477	0.1412209837
1478	0.141185364
1479	0.1411578576
1480	0.1411194508
1481	0.1410797405
1482	0.1410192627
1483	0.1409668213
1484	0.1409214576
1485	0.1408843637
1486	0.1408548423
1487	0.1408070436
1488	0.1407791136
1489	0.1407412136
1490	0.1406831689
1491	0.140639698
1492	0.140605301
1493	0.1405663886
1494	0.1405233447
1495	0.1404742501
1496	0.140428428
1497	0.1403937909
1498	0.1403608291
1499	0.1403147281
1500	0.1402740256
1501	0.1402269621
1502	0.1401861826
1503	0.140147337
1504	0.1401014715
1505	0.1400525507
1506	0.1400104806
1507	0.1399757284
1508	0.1399301501
1509	0.1398963855
1510	0.1398476299
1511	0.1397995573
1512	0.1397368333
1513	0.1396929429
