iter	Passed	Remaining
1473	9645	3441
1474	9653	3435
1475	9661	3429
1476	9672	3425
1477	9679	3418
1478	9688	3413
1479	9700	3408
1480	9701	3399
1481	9711	3394
1482	9713	3386
1483	9721	3380
1484	9730	3374
1485	9738	3368
1486	9746	3362
1487	9755	3356
1488	9765	3351
1489	9766	3342
1490	9768	3334
1491	9777	3329
1492	9778	3320
1493	9779	3312
1494	9789	3306
1495	9790	3298
1496	9799	3292
1497	9800	3284
1498	9809	3278
1499	9811	3270
1500	9820	3264
1501	9830	3259
1502	9831	3251
1503	9837	3244
1504	9844	3237
1505	9851	3231
1506	9858	3225
1507	9866	3218
1508	9872	3212
1509	9880	3206
1510	9888	3200
1511	9895	3193
1512	9902	3187
1513	9903	3179
1514	9910	3172
1515	9911	3164
1516	9913	3156
1517	9919	3149
1518	9927	3143
1519	9935	3137
1520	9936	3129
1521	9945	3123
1522	9952	3117
1523	9960	3111
1524	9968	3105
1525	9980	3100
1526	9991	3094
1527	9997	3088
1528	10003	3081
1529	10010	3075
1530	10016	3068
1531	10017	3060
1532	10024	3053
1533	10031	3047
1534	10037	3040
1535	10038	3032
1536	10042	3025
1537	10043	3017
1538	10045	3009
1539	10052	3002
1540	10059	2996
1541	10066	2989
1542	10067	2981
1543	10073	2975
1544	10078	2968
1545	10085	2961
1546	10087	2953
1547	10089	2945
1548	10094	2939
1549	10102	2932
1550	10108	2926
1551	10114	2919
1552	10122	2913
1553	10128	2906
1554	10129	2898
1555	10136	2892
1556	10136	2884
1557	10143	2877
1558	10150	2871
1559	10157	2864
1560	10164	2858
1561	10164	2850
1562	10173	2844
1563	10176	2836
1564	10180	2829
1565	10180	2821
1566	10187	2815
1567	10188	2807
1568	10194	2800
1569	10197	2793
1570	10203	2786
1571	10204	2778
1572	10210	2771
1573	10212	2764
1574	10218	2757
1575	10219	2749
1576	10227	2743
1577	10234	2737
1578	10243	2731
1579	10251	2724
1580	10251	2716
1581	10258	2710
1582	10266	2704
1583	10273	2698
1584	10281	2691
1585	10289	2685
1586	10290	2677
1587	10296	2671
1588	10303	2665
1589	10304	2657
1590	10311	2650
1591	10318	2644
1592	10319	2636
1593	10325	2630
1594	10332	2623
1595	10332	2615
1596	10339	2609
1597	10340	2601
1598	10349	2595
1599	10359	2589
1600	10372	2585
1601	10381	2579
1602	10389	2573
1603	10397	2566
1604	10402	2560
1605	10410	2554
1606	10412	2546
1607	10413	2538
1608	10421	2532
1609	10428	2526
1610	10436	2520
1611	10444	2513
1612	10447	2506
1613	10457	2500
1614	10466	2495
1615	10474	2489
1616	10486	2483
1617	10494	2477
1618	10502	2471
1619	10507	2464
1620	10514	2458
1621	10521	2452
1622	10529	2445
1623	10537	2439
1624	10544	2433
1625	10545	2425
1626	10553	2419
1627	10560	2413
1628	10568	2407
1629	10577	2401
1630	10584	2394
1631	10588	2387
1632	10595	2381
1633	10602	2374
1634	10611	2368
1635	10618	2362
1636	10626	2356
1637	10628	2348
1638	10635	2342
1639	10643	2336
1640	10651	2330
1641	10660	2324
1642	10664	2317
1643	10673	2311
1644	10681	2305
1645	10689	2298
1646	10696	2292
1647	10703	2286
1648	10712	2280
1649	10720	2274
1650	10729	2268
1651	10731	2260
1652	10739	2254
1653	10741	2247
1654	10753	2241
1655	10755	2234
1656	10762	2227
1657	10772	2222
1658	10783	2216
1659	10795	2211
1660	10802	2204
1661	10810	2198
1662	10818	2192
1663	10825	2185
1664	10833	2179
1665	10841	2173
1666	10848	2167
1667	10850	2159
1668	10851	2152
1669	10858	2145
1670	10865	2139
1671	10873	2133
1672	10874	2125
1673	10881	2119
