,feature_importance,feature_names
218,0.12171349459092269,pca218
282,0.12090078705253077,pca282
234,0.11911121602529724,pca234
293,0.11746867395554296,pca293
167,0.11655570713616745,pca167
109,0.11250833825515767,pca109
263,0.10902400858319639,pca263
100,0.10886473614000065,pca100
220,0.10661180044628016,pca220
197,0.10631187373663949,pca197
296,0.10239936605064477,pca296
250,0.10122595056611655,pca250
233,0.10104739435134823,pca233
287,0.09693411404046244,pca287
39,0.09628502196148685,pca39
290,0.09602933388825395,pca290
283,0.09162262489412686,pca283
261,0.09055160058962843,pca261
286,0.08929501974938862,pca286
144,0.08738956951327062,pca144
171,0.08481822189123019,pca171
138,0.08090715511692764,pca138
246,0.07072595744502057,pca246
112,0.06869369159515248,pca112
294,0.06798241813896634,pca294
254,0.06663176019689702,pca254
275,0.06511920946567895,pca275
257,0.051640390371562206,pca257
269,0.04787945190157832,pca269
244,0.0436613650229571,pca244
278,0.04127722427389395,pca278
163,0.040154978402491534,pca163
267,0.03879906349755301,pca267
299,0.03860442007251373,pca299
284,0.031458741033286254,pca284
289,0.03129298294349265,pca289
292,0.025603443015992478,pca292
