,feature_importance,feature_names
288,0.13315986458414558,pca288
266,0.13286509106773928,pca266
263,0.13185873233404818,pca263
280,0.12936263374591309,pca280
180,0.12926357421773157,pca180
271,0.12559828023216552,pca271
165,0.12510698595149913,pca165
273,0.12350324869770993,pca273
205,0.122878856579565,pca205
239,0.12083169907824118,pca239
261,0.1204008145438269,pca261
242,0.11699560697957187,pca242
296,0.11682581531341832,pca296
276,0.11419660490181281,pca276
100,0.11339413523527586,pca100
123,0.10835180077469209,pca123
129,0.10622678311717378,pca129
264,0.1059007716259568,pca264
133,0.10580489306714919,pca133
283,0.10442362162309665,pca283
299,0.10210213508861149,pca299
290,0.10145517135656998,pca290
293,0.09951937443715436,pca293
297,0.09872921554493937,pca297
287,0.09739670051620855,pca287
138,0.09519636540024054,pca138
250,0.09285739498810208,pca250
298,0.09170915080692528,pca298
218,0.09120572404672429,pca218
187,0.09096913319677385,pca187
255,0.0894915951126957,pca255
284,0.0882336810384594,pca284
237,0.08546989632332941,pca237
292,0.0838686731129869,pca292
256,0.08286030249961346,pca256
289,0.07974979638323856,pca289
163,0.07872760263566583,pca163
267,0.0743905132879453,pca267
269,0.07335006912350951,pca269
244,0.07017331023824441,pca244
220,0.06957899112034116,pca220
246,0.06775590908476906,pca246
272,0.061618135314854376,pca272
162,0.05916811087447882,pca162
243,0.056752492026966375,pca243
270,0.053596185499999824,pca270
279,0.05188646463898498,pca279
257,0.038989840964627466,pca257
