,feature_importance,feature_names
215,0.1847476480391204,pca215
286,0.18468620611169448,pca286
194,0.18464642254079375,pca194
263,0.18459493969110083,pca263
335,0.1844189300020984,pca335
391,0.1844135773588389,pca391
341,0.18418330757249746,pca341
228,0.18410508303705406,pca228
208,0.18389498531441045,pca208
319,0.1837021461105334,pca319
269,0.1824659347876175,pca269
20,0.18221967623295088,pca20
371,0.18185187532744895,pca371
396,0.18169095051356612,pca396
347,0.18156780121771854,pca347
328,0.18154869525757017,pca328
352,0.18126025643822713,pca352
279,0.18096683842939987,pca279
222,0.18080796918716044,pca222
92,0.18069549865115744,pca92
86,0.18057747265777485,pca86
380,0.1804095450880267,pca380
127,0.18032859901910325,pca127
378,0.18025813333611546,pca378
216,0.1800208400476712,pca216
323,0.17996204980096203,pca323
77,0.17955730445150975,pca77
339,0.17928278621409263,pca339
350,0.17894047120938955,pca350
407,0.17869114755218707,pca407
367,0.17855876660959752,pca367
413,0.17828530002648119,pca413
345,0.17804418075961795,pca345
298,0.17778670624441206,pca298
302,0.17770792190882287,pca302
274,0.17768233147923965,pca274
247,0.17720698376136884,pca247
329,0.17714057349705745,pca329
202,0.17683001991169914,pca202
110,0.1767922974672757,pca110
227,0.17658950196292136,pca227
270,0.17651361286639505,pca270
386,0.17623572563993886,pca386
361,0.17621776916393983,pca361
167,0.17567993656435169,pca167
235,0.17563192697432925,pca235
265,0.17551981553423304,pca265
326,0.17548280640009584,pca326
155,0.1752760264468063,pca155
169,0.1752193735994022,pca169
103,0.175121280409746,pca103
387,0.17420209801600647,pca387
410,0.17396068076990512,pca410
243,0.17317499297207445,pca243
282,0.17291211360229408,pca282
250,0.17193056539890555,pca250
277,0.17184120215022694,pca277
180,0.17145798929688402,pca180
151,0.17084591096054785,pca151
309,0.17057221418580393,pca309
249,0.1702109445117117,pca249
409,0.17001078743268216,pca409
175,0.16835977010794315,pca175
193,0.16828375444957394,pca193
313,0.16814090572950993,pca313
308,0.1680506434779821,pca308
418,0.16804044290838283,pca418
305,0.1676400040646133,pca305
242,0.16752569758062782,pca242
209,0.16696461382113673,pca209
236,0.16666780252318916,pca236
408,0.166500036095861,pca408
344,0.16623425633640979,pca344
255,0.16545155940225748,pca255
78,0.16434665067354248,pca78
226,0.16313041053721244,pca226
322,0.16307132963284157,pca322
385,0.16244915609708996,pca385
311,0.16200708181434786,pca311
364,0.1617182879529317,pca364
358,0.16137759637801277,pca358
368,0.16136273889657282,pca368
291,0.16098562761811508,pca291
248,0.1608719170069548,pca248
101,0.16075862743600824,pca101
297,0.16032426397597843,pca297
273,0.159443754311328,pca273
400,0.15930594614783689,pca400
196,0.15878016035150694,pca196
351,0.1586258660862634,pca351
271,0.1585615577559527,pca271
112,0.15828555414775236,pca112
260,0.15762849398390916,pca260
190,0.15654189795886372,pca190
379,0.15652865059508256,pca379
301,0.15554597812587387,pca301
290,0.15554158488101968,pca290
275,0.15392020696006797,pca275
336,0.15346956563632175,pca336
374,0.15306355293808008,pca374
246,0.1527062509131852,pca246
252,0.15196298242064765,pca252
412,0.150819312440083,pca412
119,0.1494091158397693,pca119
117,0.1488112565657564,pca117
158,0.14868814395236238,pca158
253,0.14779970730006775,pca253
330,0.14714042391648716,pca330
107,0.14654819583560852,pca107
65,0.1460302129034136,pca65
372,0.1455211549895437,pca372
353,0.14509121990329066,pca353
363,0.14336355091560138,pca363
377,0.14117876511327335,pca377
199,0.1390860246321766,pca199
232,0.1385742108684266,pca232
373,0.13636484619433736,pca373
303,0.13361480884838683,pca303
348,0.13069394005487725,pca348
388,0.1271289310179465,pca388
285,0.12684883488653753,pca285
146,0.12647169189872828,pca146
401,0.11843970699281293,pca401
185,0.10906399937121396,pca185
